scenario,month,business_unit,category,line,value
ly_actual,1,italy,personal_care,d_and_a,46664.04
ly_actual,1,iberia,beverages,revenue,2181165.61
ly_actual,1,iberia,beverages,cogs_materials,784347.15
ly_actual,1,iberia,beverages,cogs_production,303618.25
ly_actual,1,iberia,beverages,cogs_logistics,177110.65
ly_actual,1,iberia,beverages,opex_marketing,247977.09
ly_actual,1,iberia,beverages,opex_sales,196304.91
ly_actual,1,iberia,beverages,opex_gna,135217.0
ly_actual,1,iberia,beverages,opex_rnd,40565.1
ly_actual,1,iberia,beverages,d_and_a,91011.44
ly_actual,1,iberia,snacks,revenue,1593701.15
ly_actual,1,iberia,snacks,cogs_materials,543452.09
ly_actual,1,iberia,snacks,cogs_production,210368.55
ly_actual,1,iberia,snacks,cogs_logistics,122714.99
ly_actual,1,iberia,snacks,opex_marketing,188882.4
ly_actual,1,iberia,snacks,opex_sales,143433.1
ly_actual,1,iberia,snacks,opex_gna,95475.65
ly_actual,1,iberia,snacks,opex_rnd,28642.69
ly_actual,1,iberia,snacks,d_and_a,64262.46
ly_actual,1,iberia,dairy,revenue,1681326.1
ly_actual,1,iberia,dairy,cogs_materials,708847.09
ly_actual,1,iberia,dairy,cogs_production,274392.42
ly_actual,1,iberia,dairy,cogs_logistics,160062.25
ly_actual,1,iberia,dairy,opex_marketing,170064.73
ly_actual,1,iberia,dairy,opex_sales,151319.35
ly_actual,1,iberia,dairy,opex_gna,80103.53
ly_actual,1,iberia,dairy,opex_rnd,24031.06
ly_actual,1,iberia,dairy,d_and_a,53915.84
ly_actual,1,iberia,home_care,revenue,1227063.06
ly_actual,1,iberia,home_care,cogs_materials,456467.46
ly_actual,1,iberia,home_care,cogs_production,176697.08
ly_actual,1,iberia,home_care,cogs_logistics,103073.3
ly_actual,1,iberia,home_care,opex_marketing,134059.01
ly_actual,1,iberia,home_care,opex_sales,110435.68
ly_actual,1,iberia,home_care,opex_gna,63837.62
ly_actual,1,iberia,home_care,opex_rnd,19151.29
ly_actual,1,iberia,home_care,d_and_a,42967.63
ly_actual,1,iberia,personal_care,revenue,807554.79
ly_actual,1,iberia,personal_care,cogs_materials,240328.3
ly_actual,1,iberia,personal_care,cogs_production,93030.31
ly_actual,1,iberia,personal_care,cogs_logistics,54267.68
ly_actual,1,iberia,personal_care,opex_marketing,81715.89
ly_actual,1,iberia,personal_care,opex_sales,72679.93
ly_actual,1,iberia,personal_care,opex_gna,41789.65
ly_actual,1,iberia,personal_care,opex_rnd,12536.89
ly_actual,1,iberia,personal_care,d_and_a,28127.65
ly_actual,1,dach,beverages,revenue,2359463.76
ly_actual,1,dach,beverages,cogs_materials,848463.17
ly_actual,1,dach,beverages,cogs_production,328437.36
ly_actual,1,dach,beverages,cogs_logistics,191588.46
ly_actual,1,dach,beverages,opex_marketing,264119.73
ly_actual,1,dach,beverages,opex_sales,212351.74
ly_actual,1,dach,beverages,opex_gna,144019.26
ly_actual,1,dach,beverages,opex_rnd,43205.78
ly_actual,1,dach,beverages,d_and_a,96936.04
ly_actual,1,dach,snacks,revenue,2225394.23
ly_actual,1,dach,snacks,cogs_materials,758859.43
ly_actual,1,dach,snacks,cogs_production,293752.04
ly_actual,1,dach,snacks,cogs_logistics,171355.36
ly_actual,1,dach,snacks,opex_marketing,241524.16
ly_actual,1,dach,snacks,opex_sales,200285.48
ly_actual,1,dach,snacks,opex_gna,122084.83
ly_actual,1,dach,snacks,opex_rnd,36625.45
ly_actual,1,dach,snacks,d_and_a,82172.48
ly_actual,1,dach,dairy,revenue,1710515.37
ly_actual,1,dach,dairy,cogs_materials,721153.28
ly_actual,1,dach,dairy,cogs_production,279156.11
ly_actual,1,dach,dairy,cogs_logistics,162841.06
ly_actual,1,dach,dairy,opex_marketing,181395.62
ly_actual,1,dach,dairy,opex_sales,153946.38
ly_actual,1,dach,dairy,opex_gna,85440.58
ly_actual,1,dach,dairy,opex_rnd,25632.17
ly_actual,1,dach,dairy,d_and_a,57508.08
ly_actual,1,dach,home_care,revenue,1951616.48
ly_actual,1,dach,home_care,cogs_materials,726001.33
ly_actual,1,dach,home_care,cogs_production,281032.77
ly_actual,1,dach,home_care,cogs_logistics,163935.78
ly_actual,1,dach,home_care,opex_marketing,212848.29
ly_actual,1,dach,home_care,opex_sales,175645.48
ly_actual,1,dach,home_care,opex_gna,101356.33
ly_actual,1,dach,home_care,opex_rnd,30406.9
ly_actual,1,dach,home_care,d_and_a,68220.61
ly_actual,1,dach,personal_care,revenue,1278943.15
ly_actual,1,dach,personal_care,cogs_materials,380613.48
ly_actual,1,dach,personal_care,cogs_production,147334.25
ly_actual,1,dach,personal_care,cogs_logistics,85944.98
ly_actual,1,dach,personal_care,opex_marketing,136426.1
ly_actual,1,dach,personal_care,opex_sales,115104.88
ly_actual,1,dach,personal_care,opex_gna,69768.55
ly_actual,1,dach,personal_care,opex_rnd,20930.56
ly_actual,1,dach,personal_care,d_and_a,46959.6
ly_actual,1,nordics,beverages,revenue,1151177.17
ly_actual,1,nordics,beverages,cogs_materials,413963.31
ly_actual,1,nordics,beverages,cogs_production,160243.86
ly_actual,1,nordics,beverages,cogs_logistics,93475.59
ly_actual,1,nordics,beverages,opex_marketing,133897.78
ly_actual,1,nordics,beverages,opex_sales,103605.95
ly_actual,1,nordics,beverages,opex_gna,73011.81
ly_actual,1,nordics,beverages,opex_rnd,21903.54
ly_actual,1,nordics,beverages,d_and_a,49142.56
ly_actual,1,nordics,snacks,revenue,1621272.58
ly_actual,1,nordics,snacks,cogs_materials,552853.95
ly_actual,1,nordics,snacks,cogs_production,214007.98
ly_actual,1,nordics,snacks,cogs_logistics,124837.99
ly_actual,1,nordics,snacks,opex_marketing,182132.72
ly_actual,1,nordics,snacks,opex_sales,145914.53
ly_actual,1,nordics,snacks,opex_gna,92063.84
ly_actual,1,nordics,snacks,opex_rnd,27619.15
ly_actual,1,nordics,snacks,d_and_a,61966.05
ly_actual,1,nordics,dairy,revenue,1409639.88
ly_actual,1,nordics,dairy,cogs_materials,594304.17
ly_actual,1,nordics,dairy,cogs_production,230053.23
ly_actual,1,nordics,dairy,cogs_logistics,134197.72
ly_actual,1,nordics,dairy,opex_marketing,150121.96
ly_actual,1,nordics,dairy,opex_sales,126867.59
ly_actual,1,nordics,dairy,opex_gna,70710.13
ly_actual,1,nordics,dairy,opex_rnd,21213.04
ly_actual,1,nordics,dairy,d_and_a,47593.36
ly_actual,1,nordics,home_care,revenue,985362.37
ly_actual,1,nordics,home_care,cogs_materials,366554.8
ly_actual,1,nordics,home_care,cogs_production,141892.18
ly_actual,1,nordics,home_care,cogs_logistics,82770.44
ly_actual,1,nordics,home_care,opex_marketing,110520.66
ly_actual,1,nordics,home_care,opex_sales,88682.61
ly_actual,1,nordics,home_care,opex_gna,52628.89
ly_actual,1,nordics,home_care,opex_rnd,15788.67
ly_actual,1,nordics,home_care,d_and_a,35423.29
ly_actual,1,nordics,personal_care,revenue,709189.46
ly_actual,1,nordics,personal_care,cogs_materials,211054.78
ly_actual,1,nordics,personal_care,cogs_production,81698.63
ly_actual,1,nordics,personal_care,cogs_logistics,47657.53
ly_actual,1,nordics,personal_care,opex_marketing,77432.32
ly_actual,1,nordics,personal_care,opex_sales,63827.05
ly_actual,1,nordics,personal_care,opex_gna,39599.02
ly_actual,1,nordics,personal_care,opex_rnd,11879.71
ly_actual,1,nordics,personal_care,d_and_a,26653.19
ly_actual,2,italy,beverages,revenue,3081749.34
ly_actual,2,italy,beverages,cogs_materials,1108197.06
ly_actual,2,italy,beverages,cogs_production,428979.51
ly_actual,2,italy,beverages,cogs_logistics,250238.05
ly_actual,2,italy,beverages,opex_marketing,371084.86
ly_actual,2,italy,beverages,opex_sales,277357.44
ly_actual,2,italy,beverages,opex_gna,189506.97
ly_actual,2,italy,beverages,opex_rnd,56852.09
ly_actual,2,italy,beverages,d_and_a,127552.77
ly_actual,2,italy,snacks,revenue,2492752.13
ly_actual,2,italy,snacks,cogs_materials,850028.48
ly_actual,2,italy,snacks,cogs_production,329043.28
ly_actual,2,italy,snacks,cogs_logistics,191941.91
ly_actual,2,italy,snacks,opex_marketing,281506.58
ly_actual,2,italy,snacks,opex_sales,224347.69
ly_actual,2,italy,snacks,opex_gna,138822.05
ly_actual,2,italy,snacks,opex_rnd,41646.62
ly_actual,2,italy,snacks,d_and_a,93437.92
ly_actual,2,italy,dairy,revenue,2680371.82
ly_actual,2,italy,dairy,cogs_materials,1130044.76
ly_actual,2,italy,dairy,cogs_production,437436.68
ly_actual,2,italy,dairy,cogs_logistics,255171.4
ly_actual,2,italy,dairy,opex_marketing,277804.91
ly_actual,2,italy,dairy,opex_sales,241233.46
ly_actual,2,italy,dairy,opex_gna,132420.25
ly_actual,2,italy,dairy,opex_rnd,39726.08
ly_actual,2,italy,dairy,d_and_a,89129.01
ly_actual,2,italy,home_care,revenue,1618528.76
ly_actual,2,italy,home_care,cogs_materials,602092.7
ly_actual,2,italy,home_care,cogs_production,233068.14
ly_actual,2,italy,home_care,cogs_logistics,135956.42
ly_actual,2,italy,home_care,opex_marketing,177792.8
ly_actual,2,italy,home_care,opex_sales,145667.59
ly_actual,2,italy,home_care,opex_gna,80785.53
ly_actual,2,italy,home_care,opex_rnd,24235.66
ly_actual,2,italy,home_care,d_and_a,54374.88
ly_actual,2,italy,personal_care,revenue,1248336.78
ly_actual,2,italy,personal_care,cogs_materials,371505.03
ly_actual,2,italy,personal_care,cogs_production,143808.4
ly_actual,2,italy,personal_care,cogs_logistics,83888.23
ly_actual,2,italy,personal_care,opex_marketing,140722.84
ly_actual,2,italy,personal_care,opex_sales,112350.31
ly_actual,2,italy,personal_care,opex_gna,69329.43
ly_actual,2,italy,personal_care,opex_rnd,20798.83
ly_actual,2,italy,personal_care,d_and_a,46664.04
ly_actual,2,iberia,beverages,revenue,2129178.91
ly_actual,2,iberia,beverages,cogs_materials,765652.74
ly_actual,2,iberia,beverages,cogs_production,296381.7
ly_actual,2,iberia,beverages,cogs_logistics,172889.33
ly_actual,2,iberia,beverages,opex_marketing,264776.44
ly_actual,2,iberia,beverages,opex_sales,191626.1
ly_actual,2,iberia,beverages,opex_gna,135217.0
ly_actual,2,iberia,beverages,opex_rnd,40565.1
ly_actual,2,iberia,beverages,d_and_a,91011.44
ly_actual,2,iberia,snacks,revenue,1812191.61
ly_actual,2,iberia,snacks,cogs_materials,617957.34
ly_actual,2,iberia,snacks,cogs_production,239209.29
ly_actual,2,iberia,snacks,cogs_logistics,139538.75
ly_actual,2,iberia,snacks,opex_marketing,193607.74
ly_actual,2,iberia,snacks,opex_sales,163097.24
ly_actual,2,iberia,snacks,opex_gna,95475.65
ly_actual,2,iberia,snacks,opex_rnd,28642.69
ly_actual,2,iberia,snacks,d_and_a,64262.46
ly_actual,2,iberia,dairy,revenue,1610011.49
ly_actual,2,iberia,dairy,cogs_materials,678780.84
ly_actual,2,iberia,dairy,cogs_production,262753.87
ly_actual,2,iberia,dairy,cogs_logistics,153273.09
ly_actual,2,iberia,dairy,opex_marketing,168049.48
ly_actual,2,iberia,dairy,opex_sales,144901.03
ly_actual,2,iberia,dairy,opex_gna,80103.53
ly_actual,2,iberia,dairy,opex_rnd,24031.06
ly_actual,2,iberia,dairy,d_and_a,53915.84
ly_actual,2,iberia,home_care,revenue,1251475.52
ly_actual,2,iberia,home_care,cogs_materials,465548.89
ly_actual,2,iberia,home_care,cogs_production,180212.48
ly_actual,2,iberia,home_care,cogs_logistics,105123.94
ly_actual,2,iberia,home_care,opex_marketing,140493.84
ly_actual,2,iberia,home_care,opex_sales,112632.8
ly_actual,2,iberia,home_care,opex_gna,63837.62
ly_actual,2,iberia,home_care,opex_rnd,19151.29
ly_actual,2,iberia,home_care,d_and_a,42967.63
ly_actual,2,iberia,personal_care,revenue,683358.84
ly_actual,2,iberia,personal_care,cogs_materials,203367.59
ly_actual,2,iberia,personal_care,cogs_production,78722.94
ly_actual,2,iberia,personal_care,cogs_logistics,45921.71
ly_actual,2,iberia,personal_care,opex_marketing,84823.39
ly_actual,2,iberia,personal_care,opex_sales,61502.3
ly_actual,2,iberia,personal_care,opex_gna,41789.65
ly_actual,2,iberia,personal_care,opex_rnd,12536.89
ly_actual,2,iberia,personal_care,d_and_a,28127.65
ly_actual,2,dach,beverages,revenue,2344737.18
ly_actual,2,dach,beverages,cogs_materials,843167.49
ly_actual,2,dach,beverages,cogs_production,326387.42
ly_actual,2,dach,beverages,cogs_logistics,190392.66
ly_actual,2,dach,beverages,opex_marketing,282012.67
ly_actual,2,dach,beverages,opex_sales,211026.35
ly_actual,2,dach,beverages,opex_gna,144019.26
ly_actual,2,dach,beverages,opex_rnd,43205.78
ly_actual,2,dach,beverages,d_and_a,96936.04
ly_actual,2,dach,snacks,revenue,2167546.53
ly_actual,2,dach,snacks,cogs_materials,739133.37
ly_actual,2,dach,snacks,cogs_production,286116.14
ly_actual,2,dach,snacks,cogs_logistics,166901.08
ly_actual,2,dach,snacks,opex_marketing,247566.46
ly_actual,2,dach,snacks,opex_sales,195079.19
ly_actual,2,dach,snacks,opex_gna,122084.83
ly_actual,2,dach,snacks,opex_rnd,36625.45
ly_actual,2,dach,snacks,d_and_a,82172.48
ly_actual,2,dach,dairy,revenue,1804802.91
ly_actual,2,dach,dairy,cogs_materials,760904.91
ly_actual,2,dach,dairy,cogs_production,294543.83
ly_actual,2,dach,dairy,cogs_logistics,171817.24
ly_actual,2,dach,dairy,opex_marketing,179246.1
ly_actual,2,dach,dairy,opex_sales,162432.26
ly_actual,2,dach,dairy,opex_gna,85440.58
ly_actual,2,dach,dairy,opex_rnd,25632.17
ly_actual,2,dach,dairy,d_and_a,57508.08
ly_actual,2,dach,home_care,revenue,1973648.31
ly_actual,2,dach,home_care,cogs_materials,734197.17
ly_actual,2,dach,home_care,cogs_production,284205.36
ly_actual,2,dach,home_care,cogs_logistics,165786.46
ly_actual,2,dach,home_care,opex_marketing,223065.01
ly_actual,2,dach,home_care,opex_sales,177628.35
ly_actual,2,dach,home_care,opex_gna,101356.33
ly_actual,2,dach,home_care,opex_rnd,30406.9
ly_actual,2,dach,home_care,d_and_a,68220.61
ly_actual,2,dach,personal_care,revenue,1303640.91
ly_actual,2,dach,personal_care,cogs_materials,387963.54
ly_actual,2,dach,personal_care,cogs_production,150179.43
ly_actual,2,dach,personal_care,cogs_logistics,87604.67
ly_actual,2,dach,personal_care,opex_marketing,141614.14
ly_actual,2,dach,personal_care,opex_sales,117327.68
ly_actual,2,dach,personal_care,opex_gna,69768.55
ly_actual,2,dach,personal_care,opex_rnd,20930.56
ly_actual,2,dach,personal_care,d_and_a,46959.6
ly_actual,2,nordics,beverages,revenue,1120898.77
ly_actual,2,nordics,beverages,cogs_materials,403075.2
ly_actual,2,nordics,beverages,cogs_production,156029.11
ly_actual,2,nordics,beverages,cogs_logistics,91016.98
ly_actual,2,nordics,beverages,opex_marketing,142968.76
ly_actual,2,nordics,beverages,opex_sales,100880.89
ly_actual,2,nordics,beverages,opex_gna,73011.81
ly_actual,2,nordics,beverages,opex_rnd,21903.54
ly_actual,2,nordics,beverages,d_and_a,49142.56
ly_actual,2,nordics,snacks,revenue,1626381.25
ly_actual,2,nordics,snacks,cogs_materials,554596.01
ly_actual,2,nordics,snacks,cogs_production,214682.33
ly_actual,2,nordics,snacks,cogs_logistics,125231.36
ly_actual,2,nordics,snacks,opex_marketing,186689.2
ly_actual,2,nordics,snacks,opex_sales,146374.31
ly_actual,2,nordics,snacks,opex_gna,92063.84
ly_actual,2,nordics,snacks,opex_rnd,27619.15
ly_actual,2,nordics,snacks,d_and_a,61966.05
ly_actual,2,nordics,dairy,revenue,1420425.6
ly_actual,2,nordics,dairy,cogs_materials,598851.43
ly_actual,2,nordics,dairy,cogs_production,231813.46
ly_actual,2,nordics,dairy,cogs_logistics,135224.52
ly_actual,2,nordics,dairy,opex_marketing,148343.03
ly_actual,2,nordics,dairy,opex_sales,127838.3
ly_actual,2,nordics,dairy,opex_gna,70710.13
ly_actual,2,nordics,dairy,opex_rnd,21213.04
ly_actual,2,nordics,dairy,d_and_a,47593.36
ly_actual,2,nordics,home_care,revenue,1067859.01
ly_actual,2,nordics,home_care,cogs_materials,397243.55
ly_actual,2,nordics,home_care,cogs_production,153771.7
ly_actual,2,nordics,home_care,cogs_logistics,89700.16
ly_actual,2,nordics,home_care,opex_marketing,115825.66
ly_actual,2,nordics,home_care,opex_sales,96107.31
ly_actual,2,nordics,home_care,opex_gna,52628.89
ly_actual,2,nordics,home_care,opex_rnd,15788.67
ly_actual,2,nordics,home_care,d_and_a,35423.29
ly_actual,2,nordics,personal_care,revenue,696766.39
ly_actual,2,nordics,personal_care,cogs_materials,207357.68
ly_actual,2,nordics,personal_care,cogs_production,80267.49
ly_actual,2,nordics,personal_care,cogs_logistics,46822.7
ly_actual,2,nordics,personal_care,opex_marketing,80376.93
ly_actual,2,nordics,personal_care,opex_sales,62708.97
ly_actual,2,nordics,personal_care,opex_gna,39599.02
ly_actual,2,nordics,personal_care,opex_rnd,11879.71
ly_actual,2,nordics,personal_care,d_and_a,26653.19
ly_actual,3,italy,beverages,revenue,3534334.79
ly_actual,3,italy,beverages,cogs_materials,1270946.79
ly_actual,3,italy,beverages,cogs_production,491979.4
ly_actual,3,italy,beverages,cogs_logistics,286987.99
ly_actual,3,italy,beverages,opex_marketing,389920.32
ly_actual,3,italy,beverages,opex_sales,318090.13
ly_actual,3,italy,beverages,opex_gna,189506.97
ly_actual,3,italy,beverages,opex_rnd,56852.09
ly_actual,3,italy,beverages,d_and_a,127552.77
ly_actual,3,italy,snacks,revenue,2624292.47
ly_actual,3,italy,snacks,cogs_materials,894883.73
ly_actual,3,italy,snacks,cogs_production,346406.61
ly_actual,3,italy,snacks,cogs_logistics,202070.52
ly_actual,3,italy,snacks,opex_marketing,284941.92
ly_actual,3,italy,snacks,opex_sales,236186.32
ly_actual,3,italy,snacks,opex_gna,138822.05
ly_actual,3,italy,snacks,opex_rnd,41646.62
ly_actual,3,italy,snacks,d_and_a,93437.92
ly_actual,3,italy,dairy,revenue,2638030.97
ly_actual,3,italy,dairy,cogs_materials,1112193.86
ly_actual,3,italy,dairy,cogs_production,430526.65
ly_actual,3,italy,dairy,cogs_logistics,251140.55
ly_actual,3,italy,dairy,opex_marketing,276139.19
ly_actual,3,italy,dairy,opex_sales,237422.79
ly_actual,3,italy,dairy,opex_gna,132420.25
ly_actual,3,italy,dairy,opex_rnd,39726.08
ly_actual,3,italy,dairy,d_and_a,89129.01
ly_actual,3,italy,home_care,revenue,1781316.46
ly_actual,3,italy,home_care,cogs_materials,662649.72
ly_actual,3,italy,home_care,cogs_production,256509.57
ly_actual,3,italy,home_care,cogs_logistics,149630.58
ly_actual,3,italy,home_care,opex_marketing,181864.39
ly_actual,3,italy,home_care,opex_sales,160318.48
ly_actual,3,italy,home_care,opex_gna,80785.53
ly_actual,3,italy,home_care,opex_rnd,24235.66
ly_actual,3,italy,home_care,d_and_a,54374.88
ly_actual,3,italy,personal_care,revenue,1337163.61
ly_actual,3,italy,personal_care,cogs_materials,397939.89
ly_actual,3,italy,personal_care,cogs_production,154041.25
ly_actual,3,italy,personal_care,cogs_logistics,89857.39
ly_actual,3,italy,personal_care,opex_marketing,142441.3
ly_actual,3,italy,personal_care,opex_sales,120344.73
ly_actual,3,italy,personal_care,opex_gna,69329.43
ly_actual,3,italy,personal_care,opex_rnd,20798.83
ly_actual,3,italy,personal_care,d_and_a,46664.04
ly_actual,3,iberia,beverages,revenue,2373648.34
ly_actual,3,iberia,beverages,cogs_materials,853563.94
ly_actual,3,iberia,beverages,cogs_production,330411.85
ly_actual,3,iberia,beverages,cogs_logistics,192740.25
ly_actual,3,iberia,beverages,opex_marketing,278215.92
ly_actual,3,iberia,beverages,opex_sales,213628.35
ly_actual,3,iberia,beverages,opex_gna,135217.0
ly_actual,3,iberia,beverages,opex_rnd,40565.1
ly_actual,3,iberia,beverages,d_and_a,91011.44
ly_actual,3,iberia,snacks,revenue,1774977.69
ly_actual,3,iberia,snacks,cogs_materials,605267.39
ly_actual,3,iberia,snacks,cogs_production,234297.06
ly_actual,3,iberia,snacks,cogs_logistics,136673.28
ly_actual,3,iberia,snacks,opex_marketing,195970.41
ly_actual,3,iberia,snacks,opex_sales,159747.99
ly_actual,3,iberia,snacks,opex_gna,95475.65
ly_actual,3,iberia,snacks,opex_rnd,28642.69
ly_actual,3,iberia,snacks,d_and_a,64262.46
ly_actual,3,iberia,dairy,revenue,1630639.9
ly_actual,3,iberia,dairy,cogs_materials,687477.78
ly_actual,3,iberia,dairy,cogs_production,266120.43
ly_actual,3,iberia,dairy,cogs_logistics,155236.92
ly_actual,3,iberia,dairy,opex_marketing,167041.85
ly_actual,3,iberia,dairy,opex_sales,146757.59
ly_actual,3,iberia,dairy,opex_gna,80103.53
ly_actual,3,iberia,dairy,opex_rnd,24031.06
ly_actual,3,iberia,dairy,d_and_a,53915.84
ly_actual,3,iberia,home_care,revenue,1392602.1
ly_actual,3,iberia,home_care,cogs_materials,518047.98
ly_actual,3,iberia,home_care,cogs_production,200534.7
ly_actual,3,iberia,home_care,cogs_logistics,116978.58
ly_actual,3,iberia,home_care,opex_marketing,143711.26
ly_actual,3,iberia,home_care,opex_sales,125334.19
ly_actual,3,iberia,home_care,opex_gna,63837.62
ly_actual,3,iberia,home_care,opex_rnd,19151.29
ly_actual,3,iberia,home_care,d_and_a,42967.63
ly_actual,3,iberia,personal_care,revenue,773863.9
ly_actual,3,iberia,personal_care,cogs_materials,230301.9
ly_actual,3,iberia,personal_care,cogs_production,89149.12
ly_actual,3,iberia,personal_care,cogs_logistics,52003.65
ly_actual,3,iberia,personal_care,opex_marketing,85859.23
ly_actual,3,iberia,personal_care,opex_sales,69647.75
ly_actual,3,iberia,personal_care,opex_gna,41789.65
ly_actual,3,iberia,personal_care,opex_rnd,12536.89
ly_actual,3,iberia,personal_care,d_and_a,28127.65
ly_actual,3,dach,beverages,revenue,2528643.99
ly_actual,3,dach,beverages,cogs_materials,909300.38
ly_actual,3,dach,beverages,cogs_production,351987.24
ly_actual,3,dach,beverages,cogs_logistics,205325.89
ly_actual,3,dach,beverages,opex_marketing,296327.03
ly_actual,3,dach,beverages,opex_sales,227577.96
ly_actual,3,dach,beverages,opex_gna,144019.26
ly_actual,3,dach,beverages,opex_rnd,43205.78
ly_actual,3,dach,beverages,d_and_a,96936.04
ly_actual,3,dach,snacks,revenue,2275853.63
ly_actual,3,dach,snacks,cogs_materials,776066.09
ly_actual,3,dach,snacks,cogs_production,300412.68
ly_actual,3,dach,snacks,cogs_logistics,175240.73
ly_actual,3,dach,snacks,opex_marketing,250587.61
ly_actual,3,dach,snacks,opex_sales,204826.83
ly_actual,3,dach,snacks,opex_gna,122084.83
ly_actual,3,dach,snacks,opex_rnd,36625.45
ly_actual,3,dach,snacks,d_and_a,82172.48
ly_actual,3,dach,dairy,revenue,1677311.25
ly_actual,3,dach,dairy,cogs_materials,707154.42
ly_actual,3,dach,dairy,cogs_production,273737.2
ly_actual,3,dach,dairy,cogs_logistics,159680.03
ly_actual,3,dach,dairy,opex_marketing,178171.34
ly_actual,3,dach,dairy,opex_sales,150958.01
ly_actual,3,dach,dairy,opex_gna,85440.58
ly_actual,3,dach,dairy,opex_rnd,25632.17
ly_actual,3,dach,dairy,d_and_a,57508.08
ly_actual,3,dach,home_care,revenue,2243388.66
ly_actual,3,dach,home_care,cogs_materials,834540.58
ly_actual,3,dach,home_care,cogs_production,323047.97
ly_actual,3,dach,home_care,cogs_logistics,188444.65
ly_actual,3,dach,home_care,opex_marketing,228173.37
ly_actual,3,dach,home_care,opex_sales,201904.98
ly_actual,3,dach,home_care,opex_gna,101356.33
ly_actual,3,dach,home_care,opex_rnd,30406.9
ly_actual,3,dach,home_care,d_and_a,68220.61
ly_actual,3,dach,personal_care,revenue,1265153.65
ly_actual,3,dach,personal_care,cogs_materials,376509.73
ly_actual,3,dach,personal_care,cogs_production,145745.7
ly_actual,3,dach,personal_care,cogs_logistics,85018.33
ly_actual,3,dach,personal_care,opex_marketing,143343.48
ly_actual,3,dach,personal_care,opex_sales,113863.83
ly_actual,3,dach,personal_care,opex_gna,69768.55
ly_actual,3,dach,personal_care,opex_rnd,20930.56
ly_actual,3,dach,personal_care,d_and_a,46959.6
ly_actual,3,nordics,beverages,revenue,1267470.66
ly_actual,3,nordics,beverages,cogs_materials,455782.45
ly_actual,3,nordics,beverages,cogs_production,176431.92
ly_actual,3,nordics,beverages,cogs_logistics,102918.62
ly_actual,3,nordics,beverages,opex_marketing,150225.55
ly_actual,3,nordics,beverages,opex_sales,114072.36
ly_actual,3,nordics,beverages,opex_gna,73011.81
ly_actual,3,nordics,beverages,opex_rnd,21903.54
ly_actual,3,nordics,beverages,d_and_a,49142.56
ly_actual,3,nordics,snacks,revenue,1845870.83
ly_actual,3,nordics,snacks,cogs_materials,629441.95
ly_actual,3,nordics,snacks,cogs_production,243654.95
ly_actual,3,nordics,snacks,cogs_logistics,142132.05
ly_actual,3,nordics,snacks,opex_marketing,188967.44
ly_actual,3,nordics,snacks,opex_sales,166128.37
ly_actual,3,nordics,snacks,opex_gna,92063.84
ly_actual,3,nordics,snacks,opex_rnd,27619.15
ly_actual,3,nordics,snacks,d_and_a,61966.05
ly_actual,3,nordics,dairy,revenue,1368803.09
ly_actual,3,nordics,dairy,cogs_materials,577087.38
